polymer_id,abbreviation,s_HSP,s_chi,s_desc,s_GT
POL-001-2026,PVP_K30,0.6941967544318732,0.6045340890094775,0.2268,0.9848222546401791
POL-002-2026,PVP_VA_64,0.7073157631507977,0.6377373672505366,0.2268,0.23675635702531736
POL-007-2026,EDR_EPO,0.6358872084092624,0.4393436499992346,0.2268,0.0
POL-005-2026,SOLUPLUS,0.7971877407551506,0.8260544677222139,0.2268,0.0
POL-006-2026,HPMC_E5,0.7521183498118508,0.7401554394368874,0.2268,0.973122720135076
