polymer_id,abbreviation,rank,closeness_c_l,distance_ideal_d_plus,distance_anti_ideal_d_minus,s_HSP,s_chi,s_desc,s_GT
POL-007-2026,EDR_EPO,1,0.7413086582536481,1.446233891882156,4.1443432110044,0.8960662604241422,0.9590518851114768,0.66282,0.42016790313784896
POL-002-2026,PVP_VA_64,2,0.6271311604516737,1.9928391260384304,3.3517724764018566,0.6446941849304713,0.521452075971587,0.575106,1.0
POL-001-2026,PVP_K30,3,0.5211911104264249,2.6186222351221944,2.8504120542251203,0.541895208494825,0.20448115084808383,0.54271,1.0
POL-005-2026,SOLUPLUS,4,0.5123524423755772,2.556869578769043,2.6864040494735435,0.5472822807385012,0.22308091173552613,0.599403,0.6812057968775628
POL-006-2026,HPMC_E5,5,0.4039485843760467,3.367107932720226,2.281914692610677,0.4400456367802026,0.0,0.35322000000000003,1.0
