polymer_id,abbreviation,deterministic_rank,p_top1,p_top2,p_top3,p_top4,p_top5,expected_rank,median_rank,rank_freq_1,rank_freq_2,rank_freq_3,rank_freq_4,rank_freq_5
POL-001-2026,PVP_K30,3,0.0,0.0058180125669071445,0.5536420758668839,0.9986036769839423,1.0,3.4419362345822666,3.0,0.0,0.0058180125669071445,0.5478240632999767,0.4449616011170584,0.0013963230160577147
POL-002-2026,PVP_VA_64,2,0.0023272050267628577,0.9572957877589016,0.9958110309518269,1.0,1.0,2.0445659762625086,2.0,0.0023272050267628577,0.9549685827321387,0.0385152431929253,0.004188969048173144,0.0
POL-007-2026,EDR_EPO,1,0.9976727949732371,1.0,1.0,1.0,1.0,1.0023272050267629,1.0,0.9976727949732371,0.0023272050267628577,0.0,0.0,0.0
POL-005-2026,SOLUPLUS,4,0.0,0.036886199674191295,0.45054689318128927,0.9960437514545032,1.0,3.5165231556900163,4.0,0.0,0.036886199674191295,0.413660693507098,0.5454968582732139,0.0039562485454968585
POL-006-2026,HPMC_E5,5,0.0,0.0,0.0,0.005352571561554573,1.0,4.994647428438445,5.0,0.0,0.0,0.0,0.005352571561554573,0.9946474284384454
