s_HSP,s_chi,s_GT,polymer_id
0.6941967544318732,0.4836146876539795,0.9848222546401791,POL-001-2026
0.7073157631507977,0.609434738700115,0.23675635702531736,POL-002-2026
0.6358872084092624,0.31930526431845796,0.0,POL-007-2026
0.7971877407551506,0.7735239081169566,0.0,POL-005-2026
0.7521183498118508,0.5885106164254841,0.973122720135076,POL-006-2026
