polymer_id,abbreviation,z_HSP,z_chi,z_desc,z_GT
POL-001-2026,PVP_K30,0.2609826987707815,0.08456918333185093,-0.25210389267692007,1.2320116066721536
POL-002-2026,PVP_VA_64,-0.0072272700166633175,-0.4644323464009682,0.17334971435414773,-0.7460210296326805
POL-007-2026,EDR_EPO,-1.8938269177787905,-1.6488385798392502,1.3061555568267516,-0.8508208662143814
POL-005-2026,SOLUPLUS,0.8070326977326907,0.9960942885177007,0.4924399196274463,-0.8508208662143814
POL-006-2026,HPMC_E5,0.8330387912919827,1.0326074543906674,-1.719841298131427,1.2156511553892895
