polymer_id,abbreviation,rank,closeness_c_l,distance_ideal_d_plus,distance_anti_ideal_d_minus,s_HSP,s_chi,s_desc,s_GT
POL-005-2026,SOLUPLUS,1,0.6103058791654642,2.4364260901429167,3.8157238907838504,0.8200477493889005,0.7098616912578684,0.4764696666666666,0.0
POL-002-2026,PVP_VA_64,2,0.5662219944985871,2.4489855264748863,3.1967260942516047,0.7240782493169486,0.31787748644340785,0.4646726666666667,0.040980912959837495
POL-007-2026,EDR_EPO,3,0.5331292890671943,2.667599443496501,3.046186795453139,0.5017217143001313,0.0,0.5065533333333333,0.0
POL-006-2026,HPMC_E5,4,0.46678295720688595,3.5568637731490145,3.1137102852444314,0.8231128537739387,0.7196612963782298,0.39468000000000003,0.8080729208509706
POL-001-2026,PVP_K30,5,0.46396476491688965,3.1550743064225206,2.730871429837406,0.7556897464288491,0.4652215491459858,0.4489433333333333,0.8144705093575522
