polymer_id,abbreviation,s_HSP,s_chi,s_desc,s_GT
POL-001-2026,PVP_K30,0.7556897464288491,0.4652215491459858,0.4489433333333333,0.8144705093575522
POL-002-2026,PVP_VA_64,0.7240782493169486,0.31787748644340785,0.4646726666666667,0.040980912959837495
POL-007-2026,EDR_EPO,0.5017217143001313,0.0,0.5065533333333333,0.0
POL-005-2026,SOLUPLUS,0.8200477493889005,0.7098616912578684,0.4764696666666666,0.0
POL-006-2026,HPMC_E5,0.8231128537739387,0.7196612963782298,0.39468000000000003,0.8080729208509706
