polymer_id,abbreviation,rank,closeness_c_l,distance_ideal_d_plus,distance_anti_ideal_d_minus,d_k_squared,d_full_squared,signed_truncation_discrepancy,relative_truncation_discrepancy,s_HSP,s_chi,s_desc,s_GT
POL-005-2026,SOLUPLUS,1,0.6864350839750771,4.182604001610781,9.156273493466944,17.49417623429052,18.91034167698902,1.4161654426984995,0.07488841116084936,0.7971877407551506,0.8260544677222139,0.325973,0.0
POL-006-2026,HPMC_E5,2,0.6731464918436222,4.1960837645807345,8.641727853990561,17.607118959378028,19.26199153411305,1.6548725747350232,0.0859138875543704,0.7521183498118508,0.7401554394368874,0.39415,0.973122720135076
POL-002-2026,PVP_VA_64,3,0.6062468903318391,5.082373875664344,7.82514037850259,25.830524212035414,27.709996504356685,1.879472292321271,0.06782650773794838,0.7073157631507977,0.6377373672505366,0.294176,0.23675635702531736
POL-001-2026,PVP_K30,4,0.587583904310203,5.344023390153164,7.613820510713222,28.558585994504128,30.360975598291674,1.802389603787546,0.05936533883611307,0.6941967544318732,0.6045340890094775,0.25178,0.9848222546401791
POL-007-2026,EDR_EPO,5,0.5456162037572858,5.671239168807834,6.809925907286732,32.16295370982018,34.08828795191179,1.9253342420916084,0.056480813727215334,0.6358872084092624,0.4393436499992346,0.40939000000000003,0.0
