polymer_id,abbreviation,deterministic_rank,deterministic_cl,p_top1,p_top2,p_top3,p_top4,p_top5,expected_rank,median_rank,rank_freq_1,rank_freq_2,rank_freq_3,rank_freq_4,rank_freq_5,pooled_cl_mean,pooled_cl_median,pooled_cl_sd,pooled_cl_iqr,closeness_label
POL-005-2026,SOLUPLUS,1,0.6864350839750771,0.5705485820548583,0.9457229195722919,0.9858205485820548,0.9968619246861925,1.0,1.5010460251046025,1.0,0.5705485820548583,0.37517433751743373,0.0400976290097629,0.01104137610413761,0.0031380753138075313,0.6707695728279871,0.6785117758324861,0.061861729776687836,0.0744747363708429,DESCRIPTIVE SUMMARY ONLY — NOT GEOMETRICALLY INVARIANT ACROSS VARIABLE-K SPACES
POL-006-2026,HPMC_E5,2,0.6731464918436222,0.40237099023709905,0.9227103672710367,0.9796606229660623,0.9946536494653649,1.0,1.700604370060437,2.0,0.40237099023709905,0.5203393770339377,0.05695025569502557,0.01499302649930265,0.005346350534635054,0.6622408909305251,0.6703908295211621,0.057473928427067125,0.06596790458744728,DESCRIPTIVE SUMMARY ONLY — NOT GEOMETRICALLY INVARIANT ACROSS VARIABLE-K SPACES
POL-002-2026,PVP_VA_64,3,0.6062468903318391,0.01394700139470014,0.07740585774058577,0.6238958623895863,0.9214318921431892,1.0,3.3633193863319386,3.0,0.01394700139470014,0.06345885634588563,0.5464900046490004,0.297536029753603,0.07856810785681079,0.5955360284654332,0.5977524892466477,0.06150026730247054,0.07493297110638408,DESCRIPTIVE SUMMARY ONLY — NOT GEOMETRICALLY INVARIANT ACROSS VARIABLE-K SPACES
POL-001-2026,PVP_K30,4,0.587583904310203,0.008716875871687587,0.04033007903300791,0.3293816829381683,0.8218270571827058,1.0,3.7997443049744306,4.0,0.008716875871687587,0.03161320316132032,0.2890516039051604,0.49244537424453744,0.1781729428172943,0.5789009420222276,0.5806923851127941,0.06202439238453892,0.07713475775639278,DESCRIPTIVE SUMMARY ONLY — NOT GEOMETRICALLY INVARIANT ACROSS VARIABLE-K SPACES
POL-007-2026,EDR_EPO,5,0.5456162037572858,0.004416550441655044,0.013830776383077639,0.08124128312412832,0.26522547652254763,1.0,4.635285913528591,5.0,0.004416550441655044,0.009414225941422594,0.06741050674105067,0.18398419339841934,0.7347745234774523,0.5402928009118793,0.5380121118065506,0.060788635859519706,0.07346615735043516,DESCRIPTIVE SUMMARY ONLY — NOT GEOMETRICALLY INVARIANT ACROSS VARIABLE-K SPACES
